arr_id,prob
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,100.00
2.0,96.61
2.0,96.61
2.0,96.61
2.0,96.61
2.0,100.00
2.0,96.61
2.0,100.00
2.0,100.00
2.0,100.00
2.0,96.61
2.0,100.00
2.0,100.00
2.0,100.00
2.0,100.00
4.0,100.00
2.0,100.00
2.0,96.61
2.0,96.61
2.0,96.61
1.0,96.61
2.0,100.00
4.0,100.00
2.0,100.00
3.0,100.00
2.0,96.61
2.0,96.61
2.0,100.00
2.0,96.61
2.0,96.61
1.0,99.02
2.0,96.61
3.0,100.00
3.0,100.00
2.0,100.00
3.0,100.00
4.0,100.00
4.0,100.00
2.0,96.61
2.0,100.00
4.0,100.00
4.0,100.00
2.0,96.61
2.0,99.02
2.0,96.61
4.0,100.00
1.0,99.02
3.0,100.00
2.0,100.00
2.0,100.00
3.0,100.00
2.0,100.00
4.0,100.00
1.0,99.02
4.0,100.00
1.0,99.02
2.0,100.00
4.0,100.00
2.0,99.02
2.0,100.00
4.0,100.00
2.0,99.02
2.0,100.00
1.0,99.02
2.0,100.00
2.0,99.02
4.0,100.00
3.0,100.00
1.0,100.00
4.0,100.00
1.0,99.02
2.0,99.02
1.0,100.00
2.0,99.02
3.0,100.00
3.0,100.00
4.0,100.00
3.0,100.00
2.0,100.00
4.0,100.00
4.0,100.00
4.0,100.00
1.0,99.02
3.0,100.00
4.0,100.00
4.0,100.00
1.0,99.02
1.0,99.02
4.0,100.00
3.0,100.00
2.0,99.02
1.0,99.02
3.0,100.00
1.0,99.02
1.0,100.00
4.0,100.00
1.0,100.00
3.0,100.00
2.0,99.02
4.0,100.00
3.0,100.00
3.0,100.00
3.0,100.00
4.0,100.00
2.0,99.02
4.0,100.00
3.0,100.00
4.0,100.00
1.0,99.02
1.0,99.02
3.0,100.00
1.0,99.02
1.0,100.00
1.0,99.02
4.0,100.00
4.0,100.00
3.0,100.00
3.0,100.00
1.0,99.02
3.0,100.00
2.0,99.02
3.0,100.00
4.0,100.00
4.0,100.00
3.0,100.00
4.0,100.00
1.0,99.02
1.0,99.02
1.0,99.02
1.0,100.00
4.0,100.00
1.0,99.02
3.0,100.00
3.0,100.00
3.0,100.00
3.0,100.00
4.0,100.00
3.0,100.00
4.0,100.00
1.0,99.02
4.0,100.00
3.0,100.00
1.0,99.02
3.0,100.00
1.0,99.02
4.0,100.00
3.0,100.00
3.0,100.00
1.0,99.02
3.0,100.00
4.0,100.00
1.0,99.02
4.0,100.00
1.0,99.02
4.0,100.00
1.0,100.00
3.0,100.00
1.0,99.02
3.0,100.00
3.0,100.00
4.0,100.00
1.0,96.86
3.0,100.00
4.0,100.00
1.0,99.02
1.0,99.02
3.0,100.00
3.0,100.00
4.0,100.00
1.0,99.02
1.0,100.00
1.0,99.02
4.0,100.00
1.0,99.02
1.0,99.02
4.0,100.00
4.0,100.00
4.0,100.00
1.0,99.02
3.0,100.00
3.0,100.00
3.0,100.00
1.0,99.02
4.0,100.00
1.0,96.86
3.0,100.00
4.0,100.00
1.0,99.02
1.0,100.00
4.0,100.00
1.0,99.02
4.0,100.00
4.0,100.00
1.0,99.02
4.0,100.00
1.0,99.02
4.0,100.00
1.0,99.02
1.0,99.02
3.0,100.00
4.0,100.00
4.0,100.00
4.0,100.00
4.0,100.00
1.0,99.02
4.0,100.00
3.0,99.02
3.0,100.00
3.0,100.00
3.0,100.00
4.0,100.00
1.0,96.86
3.0,100.00
1.0,96.86
3.0,100.00
1.0,99.02
4.0,100.00
4.0,100.00
4.0,100.00
3.0,100.00
3.0,99.02
4.0,100.00
4.0,100.00
3.0,100.00
4.0,100.00
4.0,100.00
1.0,99.02
3.0,100.00
4.0,100.00
4.0,100.00
3.0,99.02
3.0,100.00
4.0,100.00
4.0,100.00
1.0,98.37
1.0,96.86
4.0,100.00
3.0,98.37
1.0,98.37
1.0,98.37
3.0,100.00
3.0,98.37
4.0,100.00
3.0,100.00
1.0,96.86
3.0,100.00
4.0,100.00
1.0,96.86
3.0,98.37
3.0,98.37
5.0,98.37
5.0,98.37
5.0,98.37
3.0,98.37
1.0,96.86
5.0,98.37
3.0,98.37
3.0,100.00
4.0,100.00
3.0,98.37
3.0,98.37
3.0,100.00
3.0,98.37
5.0,98.37
3.0,100.00
1.0,96.25
3.0,98.37
5.0,98.37
5.0,97.75
1.0,96.25
6.0,98.37
5.0,96.25
